name,city,code,day of week,start time hour,start time minute,endhour,endminute
1 Abercrombie Lane,Sydney,,0,07,30,15,30
1 Abercrombie Lane,Sydney,,1,07,30,15,30
1 Abercrombie Lane,Sydney,,2,07,30,15,30
1 Abercrombie Lane,Sydney,,3,07,30,15,30
1 Abercrombie Lane,Sydney,,4,07,30,15,30
#1 Chicken Rice & Seafood,Houston,,0,10,30,20,30
#1 Chicken Rice & Seafood,Houston,,1,10,30,20,30
#1 Chicken Rice & Seafood,Houston,,2,10,30,20,30
#1 Chicken Rice & Seafood,Houston,,3,10,30,20,30
#1 Chicken Rice & Seafood,Houston,,4,10,30,20,30
#1 Chicken Rice & Seafood,Houston,,5,10,30,20,00
#1 Chinese Kitchen,San Jose,,0,11,00,21,00
#1 Chinese Kitchen,San Jose,,2,11,00,21,00
#1 Chinese Kitchen,San Jose,,3,11,00,21,00
#1 Chinese Kitchen,San Jose,,4,11,00,21,00
#1 Chinese Kitchen,San Jose,,5,11,00,21,00
#1 Chinese Kitchen,San Jose,,6,11,00,21,00
10' Custom Pizzeria,Braddon,,0,11,30,15,00
10' Custom Pizzeria,Braddon,,0,17,30,00,00
10' Custom Pizzeria,Braddon,,1,11,30,15,00
10' Custom Pizzeria,Braddon,,1,17,30,00,00
10' Custom Pizzeria,Braddon,,2,11,30,15,00
10' Custom Pizzeria,Braddon,,2,17,30,00,00
10' Custom Pizzeria,Braddon,,3,11,30,15,00
10' Custom Pizzeria,Braddon,,3,17,30,00,00
10' Custom Pizzeria,Braddon,,4,11,30,15,00
10' Custom Pizzeria,Braddon,,4,17,30,00,00
10' Custom Pizzeria,Braddon,,5,11,30,15,00
10' Custom Pizzeria,Braddon,,5,17,30,00,00
10' Custom Pizzeria,Braddon,,6,11,30,15,00
10' Custom Pizzeria,Braddon,,6,17,30,00,00
10 Greek Street,London,,0,12,00,23,30
10 Greek Street,London,,1,12,00,23,30
10 Greek Street,London,,2,12,00,23,30
10 Greek Street,London,,3,12,00,23,30
10 Greek Street,London,,4,12,00,23,30
10 Greek Street,London,,5,12,00,23,30
10 Greek Street,London,,6,17,30,23,00
100% de Agave,Denver,,0,11,00,22,00
100% de Agave,Denver,,1,11,00,22,00
100% de Agave,Denver,,2,11,00,22,00
100% de Agave,Denver,,3,11,00,22,00
100% de Agave,Denver,,4,11,00,23,00
100% de Agave,Denver,,5,11,00,23,00
100% de Agave,Denver,,6,11,00,22,00
100 Hoxton,London,,1,11,00,00,00
100 Hoxton,London,,2,11,00,00,00
100 Hoxton,London,,3,11,00,00,00
100 Hoxton,London,,4,11,00,00,00
100 Hoxton,London,,5,11,00,00,00
100 Hoxton,London,,6,11,00,00,00
11 Inch Pizza,Melbourne,,0,11,00,21,30
11 Inch Pizza,Melbourne,,1,11,00,21,30
11 Inch Pizza,Melbourne,,2,11,00,21,30
11 Inch Pizza,Melbourne,,3,11,00,21,30
11 Inch Pizza,Melbourne,,4,11,00,21,30
11 Inch Pizza,Melbourne,,5,16,30,21,30
11 Inch Pizza,Melbourne,,6,16,30,21,30
111 by Nico,Glasgow,,1,12,00,14,30
111 by Nico,Glasgow,,1,17,00,22,00
111 by Nico,Glasgow,,2,12,00,14,30
111 by Nico,Glasgow,,2,17,00,22,00
111 by Nico,Glasgow,,3,12,00,14,30
111 by Nico,Glasgow,,3,17,00,22,00
111 by Nico,Glasgow,,4,12,00,14,30
111 by Nico,Glasgow,,4,17,00,22,00
111 by Nico,Glasgow,,5,12,00,22,00
111 by Nico,Glasgow,,6,12,00,21,00
127 Bar and Bistro,Brisbane,,0,06,30,21,00
127 Bar and Bistro,Brisbane,,1,06,30,21,00
127 Bar and Bistro,Brisbane,,2,06,30,21,00
127 Bar and Bistro,Brisbane,,3,06,30,21,00
127 Bar and Bistro,Brisbane,,4,06,30,21,00
127 Bar and Bistro,Brisbane,,5,07,00,11,00
127 Bar and Bistro,Brisbane,,5,15,00,21,00
127 Bar and Bistro,Brisbane,,6,07,00,11,00
13 North Grille,Phoenix,,0,11,00,21,00
13 North Grille,Phoenix,,1,11,00,21,00
13 North Grille,Phoenix,,2,11,00,21,00
13 North Grille,Phoenix,,3,11,00,21,00
13 North Grille,Phoenix,,4,11,00,22,00
13 North Grille,Phoenix,,5,08,30,22,00
13 North Grille,Phoenix,,6,08,30,21,00
13th Note,Glasgow,,0,12,00,00,00
13th Note,Glasgow,,1,12,00,00,00
13th Note,Glasgow,,2,12,00,00,00
13th Note,Glasgow,,3,12,00,00,00
13th Note,Glasgow,,4,12,00,00,00
13th Note,Glasgow,,5,12,00,00,00
13th Note,Glasgow,,6,12,00,00,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,,0,08,00,22,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,,1,08,00,22,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,,2,08,00,22,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,,3,08,00,22,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,,4,08,00,22,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,,5,08,00,22,00
1428 HAIGHT Patio Cafe & Crepery,San Francisco,,6,08,00,22,00
163 Vietnamese Sandwiches & Bubble Tea,Boston,,0,07,30,19,30
163 Vietnamese Sandwiches & Bubble Tea,Boston,,1,07,30,19,30
163 Vietnamese Sandwiches & Bubble Tea,Boston,,2,07,30,19,30
163 Vietnamese Sandwiches & Bubble Tea,Boston,,3,07,30,19,30
163 Vietnamese Sandwiches & Bubble Tea,Boston,,4,07,30,19,30
163 Vietnamese Sandwiches & Bubble Tea,Boston,,5,07,30,19,30
163 Vietnamese Sandwiches & Bubble Tea,Boston,,6,07,30,19,30
1760,San Francisco,,0,17,00,22,00
1760,San Francisco,,1,17,00,22,00
1760,San Francisco,,2,17,00,22,00
1760,San Francisco,,3,17,00,22,00
1760,San Francisco,,4,17,00,23,00
1760,San Francisco,,5,11,00,14,30
1760,San Francisco,,5,17,00,23,00
1760,San Francisco,,6,11,00,14,30
1760,San Francisco,,6,17,00,22,00
1806,Melbourne,,0,17,00,01,00
1806,Melbourne,,1,17,00,01,00
1806,Melbourne,,2,17,00,01,00
1806,Melbourne,,3,17,00,01,00
1806,Melbourne,,4,16,00,01,00
1806,Melbourne,,5,17,00,03,00
1806,Melbourne,,6,18,00,01,00
1907 Restaurant,Perth,,1,11,00,15,00
1907 Restaurant,Perth,,1,18,00,00,00
1907 Restaurant,Perth,,2,11,00,15,00
1907 Restaurant,Perth,,2,18,00,00,00
1907 Restaurant,Perth,,3,11,00,15,00
1907 Restaurant,Perth,,3,18,00,00,00
1907 Restaurant,Perth,,4,11,00,15,00
1907 Restaurant,Perth,,4,18,00,00,00
1907 Restaurant,Perth,,5,11,00,15,00
1907 Restaurant,Perth,,5,18,00,00,00
1912 Dining Bar,Sydney,,0,16,00,00,00
1912 Dining Bar,Sydney,,1,16,00,00,00
1912 Dining Bar,Sydney,,2,16,00,00,00
1912 Dining Bar,Sydney,,3,16,00,00,00
1912 Dining Bar,Sydney,,4,16,00,00,00
1912 Dining Bar,Sydney,,5,16,00,00,00
1917 American Bistro,Detroit,,0,10,00,23,00
1917 American Bistro,Detroit,,1,10,00,23,00
1917 American Bistro,Detroit,,2,10,00,23,00
1917 American Bistro,Detroit,,3,10,00,23,00
1917 American Bistro,Detroit,,4,10,00,23,00
1917 American Bistro,Detroit,,5,10,00,23,00
1917 American Bistro,Detroit,,6,10,00,20,00
2 Amys Neapolitan Pizzeria,Washington,,0,17,00,22,00
2 Amys Neapolitan Pizzeria,Washington,,1,11,00,22,00
2 Amys Neapolitan Pizzeria,Washington,,2,11,00,22,00
2 Amys Neapolitan Pizzeria,Washington,,3,11,00,22,00
2 Amys Neapolitan Pizzeria,Washington,,4,11,00,23,00
2 Amys Neapolitan Pizzeria,Washington,,5,11,00,23,00
2 Amys Neapolitan Pizzeria,Washington,,6,12,00,22,00
20 Spot,San Francisco,,0,17,00,01,00
20 Spot,San Francisco,,1,17,00,01,00
20 Spot,San Francisco,,2,17,00,01,00
20 Spot,San Francisco,,3,17,00,01,00
20 Spot,San Francisco,,4,17,00,01,00
20 Spot,San Francisco,,5,17,00,01,00
204 North Kitchen & Cocktails,Charlotte,,0,11,00,00,00
204 North Kitchen & Cocktails,Charlotte,,1,11,00,00,00
204 North Kitchen & Cocktails,Charlotte,,2,11,00,02,00
204 North Kitchen & Cocktails,Charlotte,,3,11,00,02,00
204 North Kitchen & Cocktails,Charlotte,,4,11,00,02,00
204 North Kitchen & Cocktails,Charlotte,,5,11,00,02,00
204 North Kitchen & Cocktails,Charlotte,,6,11,00,00,00
20th Street Café,Denver,,1,06,30,14,30
20th Street Café,Denver,,2,06,30,14,30
20th Street Café,Denver,,3,06,30,14,30
20th Street Café,Denver,,4,06,30,14,30
20th Street Café,Denver,,5,07,00,13,30
20th Street Café,Denver,,6,07,00,13,30
21 Shanghai House,New York,,0,11,00,21,30
21 Shanghai House,New York,,1,11,00,21,30
21 Shanghai House,New York,,2,11,00,21,30
21 Shanghai House,New York,,3,11,00,21,30
21 Shanghai House,New York,,4,11,00,22,00
21 Shanghai House,New York,,5,11,00,22,00
21 Shanghai House,New York,,6,11,00,21,30
24grille,Detroit,,0,11,00,00,00
24grille,Detroit,,1,11,00,00,00
24grille,Detroit,,2,11,00,00,00
24grille,Detroit,,3,11,00,00,00
24grille,Detroit,,4,11,00,02,00
24grille,Detroit,,5,11,00,02,00
24grille,Detroit,,6,11,00,22,00
259 Cafe,Perth,,0,10,00,15,00
259 Cafe,Perth,,2,10,00,15,00
259 Cafe,Perth,,3,10,00,15,00
259 Cafe,Perth,,4,10,00,15,00
259 Cafe,Perth,,5,09,00,15,00
259 Cafe,Perth,,6,09,00,15,00
26 grains,London,,0,08,00,18,00
26 grains,London,,1,08,00,18,00
26 grains,London,,2,08,00,18,00
26 grains,London,,3,08,00,18,00
26 grains,London,,4,08,00,17,00
26 grains,London,,5,10,00,16,00
26 grains,London,,6,10,00,16,00
2nd City,New York,,0,11,00,23,00
2nd City,New York,,1,11,00,23,00
2nd City,New York,,2,11,00,23,00
2nd City,New York,,3,11,00,23,00
2nd City,New York,,4,11,00,23,00
2nd City,New York,,5,11,00,23,00
2nd City,New York,,6,11,00,23,00
3 Arts Club Cafe,Chicago,,0,10,00,20,00
3 Arts Club Cafe,Chicago,,1,10,00,20,00
3 Arts Club Cafe,Chicago,,2,10,00,20,00
3 Arts Club Cafe,Chicago,,3,10,00,20,00
3 Arts Club Cafe,Chicago,,4,10,00,20,00
3 Arts Club Cafe,Chicago,,5,10,00,20,00
3 Arts Club Cafe,Chicago,,6,11,00,18,00
3 Bro's Kabab House,Houston,,0,11,00,22,00
3 Bro's Kabab House,Houston,,1,11,00,22,00
3 Bro's Kabab House,Houston,,2,11,00,22,00
3 Bro's Kabab House,Houston,,3,11,00,22,00
3 Bro's Kabab House,Houston,,4,14,00,22,00
3 Bro's Kabab House,Houston,,5,11,00,22,00
3 Bro's Kabab House,Houston,,6,11,00,22,00
3 Greeks Grill,Long Island City,,0,11,00,22,00
3 Greeks Grill,Long Island City,,1,11,00,22,00
3 Greeks Grill,Long Island City,,2,11,00,22,00
3 Greeks Grill,Long Island City,,3,11,00,22,00
3 Greeks Grill,Long Island City,,4,11,00,22,00
3 Greeks Grill,Long Island City,,5,11,00,22,00
3 Greeks Grill,Long Island City,,6,11,00,21,00
3 Wise Monkeys Pub,Sydney,,0,10,00,04,00
3 Wise Monkeys Pub,Sydney,,1,10,00,04,00
3 Wise Monkeys Pub,Sydney,,2,10,00,04,00
3 Wise Monkeys Pub,Sydney,,3,10,00,04,00
3 Wise Monkeys Pub,Sydney,,4,10,00,05,00
3 Wise Monkeys Pub,Sydney,,5,10,00,05,00
3 Wise Monkeys Pub,Sydney,,6,10,00,04,00
32 Shea,Phoenix,,0,06,00,22,00
32 Shea,Phoenix,,1,06,00,22,00
32 Shea,Phoenix,,2,06,00,22,00
32 Shea,Phoenix,,3,06,00,22,00
32 Shea,Phoenix,,4,06,00,22,00
32 Shea,Phoenix,,5,07,00,22,00
32 Shea,Phoenix,,6,07,00,14,00
360 Bar and Restaurant,Sydney,,0,12,00,14,30
360 Bar and Restaurant,Sydney,,0,16,30,23,00
360 Bar and Restaurant,Sydney,,1,12,00,14,30
360 Bar and Restaurant,Sydney,,1,16,30,23,00
360 Bar and Restaurant,Sydney,,2,12,00,14,30
360 Bar and Restaurant,Sydney,,2,16,30,23,00
360 Bar and Restaurant,Sydney,,3,12,00,14,30
360 Bar and Restaurant,Sydney,,3,16,30,23,00
360 Bar and Restaurant,Sydney,,4,12,00,14,30
360 Bar and Restaurant,Sydney,,4,16,30,00,00
360 Bar and Restaurant,Sydney,,5,16,30,00,00
360 Bar and Restaurant,Sydney,,6,16,30,00,00
38 Espresso,Kingston,,0,07,00,15,00
38 Espresso,Kingston,,1,07,00,15,00
38 Espresso,Kingston,,2,07,00,15,00
38 Espresso,Kingston,,3,07,00,15,00
38 Espresso,Kingston,,4,07,00,15,00
38 Espresso,Kingston,,5,07,00,15,00
38 Espresso,Kingston,,6,08,00,15,00
+39 Pizzeria,Melbourne,,0,12,00,15,00
+39 Pizzeria,Melbourne,,0,17,00,21,30
+39 Pizzeria,Melbourne,,1,12,00,15,00
+39 Pizzeria,Melbourne,,1,17,00,21,30
+39 Pizzeria,Melbourne,,2,12,00,15,00
+39 Pizzeria,Melbourne,,2,17,00,21,30
+39 Pizzeria,Melbourne,,3,12,00,15,00
+39 Pizzeria,Melbourne,,3,17,00,21,30
+39 Pizzeria,Melbourne,,4,12,00,22,00
+39 Pizzeria,Melbourne,,5,12,00,22,00
+39 Pizzeria,Melbourne,,6,12,00,21,30
3rd Cousin,San Francisco,,1,17,30,22,00
3rd Cousin,San Francisco,,2,17,30,22,00
3rd Cousin,San Francisco,,3,17,30,22,00
3rd Cousin,San Francisco,,4,17,30,22,00
3rd Cousin,San Francisco,,5,17,30,22,00
45 Jermyn St,London,,0,07,00,23,30
45 Jermyn St,London,,1,07,00,23,30
45 Jermyn St,London,,2,07,00,23,30
45 Jermyn St,London,,3,07,00,23,30
45 Jermyn St,London,,4,07,00,23,30
45 Jermyn St,London,,5,08,00,23,30
45 Jermyn St,London,,6,08,00,18,00
4Fourteen,Surry Hills,,1,12,00,15,00
4Fourteen,Surry Hills,,1,18,00,00,00
4Fourteen,Surry Hills,,2,12,00,15,00
4Fourteen,Surry Hills,,2,18,00,00,00
4Fourteen,Surry Hills,,3,12,00,15,00
4Fourteen,Surry Hills,,3,18,00,00,00
4Fourteen,Surry Hills,,4,12,00,15,00
4Fourteen,Surry Hills,,4,18,00,00,00
4Fourteen,Surry Hills,,5,12,00,15,00
4Fourteen,Surry Hills,,5,18,00,00,00
4Fourteen,Surry Hills,,6,12,00,18,00
5 & Dime Bagels,Melbourne,,0,07,00,14,30
5 & Dime Bagels,Melbourne,,1,07,00,14,30
5 & Dime Bagels,Melbourne,,2,07,00,14,30
5 & Dime Bagels,Melbourne,,3,07,00,14,30
5 & Dime Bagels,Melbourne,,4,07,00,14,30
5 Boroughs,Brisbane,,0,11,00,21,00
5 Boroughs,Brisbane,,1,11,00,21,00
5 Boroughs,Brisbane,,2,11,00,21,00
5 Boroughs,Brisbane,,3,11,00,21,00
5 Boroughs,Brisbane,,4,11,00,22,00
5 Boroughs,Brisbane,,5,11,00,22,00
5 Boroughs,Brisbane,,6,11,00,21,00
5 Rabanitos Restaurante and Taqueria,Chicago,,1,11,00,21,00
5 Rabanitos Restaurante and Taqueria,Chicago,,2,11,00,21,00
5 Rabanitos Restaurante and Taqueria,Chicago,,3,11,00,21,00
5 Rabanitos Restaurante and Taqueria,Chicago,,4,11,00,22,00
5 Rabanitos Restaurante and Taqueria,Chicago,,5,09,00,22,00
5 Rabanitos Restaurante and Taqueria,Chicago,,6,09,00,21,00
5 Spices House,Boston,,0,11,00,23,00
5 Spices House,Boston,,1,11,00,23,00
5 Spices House,Boston,,2,11,00,23,00
5 Spices House,Boston,,3,11,00,23,00
5 Spices House,Boston,,4,11,00,00,00
5 Spices House,Boston,,5,11,00,00,00
5 Spices House,Boston,,6,11,00,00,00
5 Spot,Seattle,,0,08,00,23,00
5 Spot,Seattle,,1,08,00,23,00
5 Spot,Seattle,,2,08,00,23,00
5 Spot,Seattle,,3,08,00,23,00
5 Spot,Seattle,,4,08,00,23,00
5 Spot,Seattle,,5,08,00,15,00
5 Spot,Seattle,,5,17,00,00,00
5 Spot,Seattle,,6,08,00,15,00
5 Spot,Seattle,,6,17,00,00,00
500 Degrees New York Style Pizzeria,Charlotte,,0,11,00,21,00
500 Degrees New York Style Pizzeria,Charlotte,,1,11,00,21,00
500 Degrees New York Style Pizzeria,Charlotte,,2,11,00,21,00
500 Degrees New York Style Pizzeria,Charlotte,,3,11,00,21,00
500 Degrees New York Style Pizzeria,Charlotte,,4,11,00,23,00
500 Degrees New York Style Pizzeria,Charlotte,,5,11,00,22,00
50's Diner Omelet House,Las Vegas,,0,07,00,21,00
50's Diner Omelet House,Las Vegas,,1,07,00,21,00
50's Diner Omelet House,Las Vegas,,2,07,00,21,00
50's Diner Omelet House,Las Vegas,,3,07,00,21,00
50's Diner Omelet House,Las Vegas,,4,07,00,21,00
50's Diner Omelet House,Las Vegas,,5,07,00,21,00
50's Diner Omelet House,Las Vegas,,6,07,00,15,00
5280 Burger Bar,Denver,,0,11,00,22,00
5280 Burger Bar,Denver,,1,11,00,22,00
5280 Burger Bar,Denver,,2,11,00,22,00
5280 Burger Bar,Denver,,3,11,00,22,00
5280 Burger Bar,Denver,,4,11,00,23,00
5280 Burger Bar,Denver,,5,11,00,23,00
5280 Burger Bar,Denver,,6,11,00,22,00
5280 Sliders,Denver,,0,15,00,22,00
5280 Sliders,Denver,,1,15,00,22,00
5280 Sliders,Denver,,2,15,00,22,00
5280 Sliders,Denver,,3,15,00,22,00
5280 Sliders,Denver,,4,15,00,00,00
5280 Sliders,Denver,,5,14,00,00,00
5280 Sliders,Denver,,6,14,00,22,00
580 Bench,Melbourne,,0,07,00,16,00
580 Bench,Melbourne,,1,07,00,16,00
580 Bench,Melbourne,,2,07,00,16,00
580 Bench,Melbourne,,3,07,00,16,00
580 Bench,Melbourne,,4,07,00,16,00
5Church,Charlotte,,0,11,00,22,00
5Church,Charlotte,,1,11,00,22,00
5Church,Charlotte,,2,11,00,22,00
5Church,Charlotte,,3,11,00,23,00
5Church,Charlotte,,4,11,00,02,00
5Church,Charlotte,,5,11,00,02,00
5Church,Charlotte,,6,10,00,22,00
62 Rokujuni,Sydney,,0,11,00,15,00
62 Rokujuni,Sydney,,0,18,00,21,00
62 Rokujuni,Sydney,,1,11,00,15,00
62 Rokujuni,Sydney,,1,18,00,21,00
62 Rokujuni,Sydney,,2,11,00,15,00
62 Rokujuni,Sydney,,2,18,00,21,00
62 Rokujuni,Sydney,,3,11,00,15,00
62 Rokujuni,Sydney,,3,18,00,21,00
62 Rokujuni,Sydney,,4,11,00,15,00
62 Rokujuni,Sydney,,4,18,00,21,00
678 Korean Bbq,Sydney,,0,11,00,00,00
678 Korean Bbq,Sydney,,1,11,00,00,00
678 Korean Bbq,Sydney,,2,11,00,00,00
678 Korean Bbq,Sydney,,3,11,00,00,00
678 Korean Bbq,Sydney,,4,11,00,00,00
678 Korean Bbq,Sydney,,5,11,00,00,00
678 Korean Bbq,Sydney,,6,11,00,00,00
6th Avenue Eats,Seattle,,0,11,00,14,00
6th Avenue Eats,Seattle,,1,11,00,14,00
6th Avenue Eats,Seattle,,2,11,00,14,00
6th Avenue Eats,Seattle,,3,11,00,14,00
6th Avenue Eats,Seattle,,4,11,00,14,00
7 Leguas Mexican Grille,Denver,,0,10,00,22,00
7 Leguas Mexican Grille,Denver,,1,10,00,22,00
7 Leguas Mexican Grille,Denver,,2,10,00,22,00
7 Leguas Mexican Grille,Denver,,3,10,00,22,00
7 Leguas Mexican Grille,Denver,,4,10,00,00,00
7 Leguas Mexican Grille,Denver,,5,10,00,00,00
7 Leguas Mexican Grille,Denver,,6,09,00,22,00
7 Leguas Mexican Grille,Denver,,0,10,00,22,00
7 Leguas Mexican Grille,Denver,,1,10,00,22,00
7 Leguas Mexican Grille,Denver,,2,10,00,22,00
7 Leguas Mexican Grille,Denver,,3,10,00,22,00
7 Leguas Mexican Grille,Denver,,4,10,00,02,00
7 Leguas Mexican Grille,Denver,,5,09,00,02,00
7 Leguas Mexican Grille,Denver,,6,09,00,22,00
75 on Liberty Wharf,Boston,,0,11,30,00,00
75 on Liberty Wharf,Boston,,1,11,30,00,00
75 on Liberty Wharf,Boston,,2,11,30,00,00
75 on Liberty Wharf,Boston,,3,11,30,00,00
75 on Liberty Wharf,Boston,,4,11,30,02,00
75 on Liberty Wharf,Boston,,5,10,30,02,00
75 on Liberty Wharf,Boston,,6,10,00,00,00
7th & Bake Patisserie Cafe,Canberra,,0,06,30,16,00
7th & Bake Patisserie Cafe,Canberra,,1,06,30,16,00
7th & Bake Patisserie Cafe,Canberra,,2,06,30,16,00
7th & Bake Patisserie Cafe,Canberra,,3,06,30,16,00
7th & Bake Patisserie Cafe,Canberra,,4,06,30,16,00
7th & Bake Patisserie Cafe,Canberra,,5,07,30,17,00
7th & Bake Patisserie Cafe,Canberra,,6,07,30,17,00
7th District,Charlotte,,0,16,00,23,00
7th District,Charlotte,,1,16,00,23,00
7th District,Charlotte,,2,16,00,23,00
7th District,Charlotte,,3,16,00,23,00
7th District,Charlotte,,4,16,00,02,00
7th District,Charlotte,,5,14,00,02,00
7th District,Charlotte,,6,11,00,16,00
8 Hoxton Square,London,,0,12,00,23,00
8 Hoxton Square,London,,1,12,00,23,00
8 Hoxton Square,London,,2,12,00,23,00
8 Hoxton Square,London,,3,12,00,23,00
8 Hoxton Square,London,,4,12,00,23,00
8 Hoxton Square,London,,5,10,00,23,00
8 Hoxton Square,London,,6,10,00,17,00
800 Degrees,Las Vegas,,0,11,00,02,00
800 Degrees,Las Vegas,,1,11,00,02,00
800 Degrees,Las Vegas,,2,11,00,02,00
800 Degrees,Las Vegas,,3,11,00,02,00
800 Degrees,Las Vegas,,4,11,00,02,00
800 Degrees,Las Vegas,,5,11,00,02,00
800 Degrees,Las Vegas,,6,11,00,02,00
888 Chinese Restaurant,Houston,,0,10,00,23,00
888 Chinese Restaurant,Houston,,1,10,00,23,00
888 Chinese Restaurant,Houston,,2,10,00,23,00
888 Chinese Restaurant,Houston,,3,10,00,23,00
888 Chinese Restaurant,Houston,,4,10,00,23,00
888 Chinese Restaurant,Houston,,5,11,00,00,00
888 Chinese Restaurant,Houston,,6,11,00,00,00
8Bit,Melbourne,,0,11,00,23,00
8Bit,Melbourne,,1,11,00,23,00
8Bit,Melbourne,,2,11,00,23,00
8Bit,Melbourne,,3,11,00,23,00
8Bit,Melbourne,,4,11,00,23,00
8Bit,Melbourne,,5,11,00,23,00
8Bit,Melbourne,,6,11,00,23,00
8Elements Perfect Indian Cuisine,San Jose,,0,11,30,22,00
8Elements Perfect Indian Cuisine,San Jose,,1,11,30,22,00
8Elements Perfect Indian Cuisine,San Jose,,2,11,30,22,00
8Elements Perfect Indian Cuisine,San Jose,,3,11,30,22,00
8Elements Perfect Indian Cuisine,San Jose,,4,11,30,22,30
8Elements Perfect Indian Cuisine,San Jose,,5,11,30,22,30
8Elements Perfect Indian Cuisine,San Jose,,6,11,30,22,00
8oz Burger & Co,Seattle,,0,11,30,23,00
8oz Burger & Co,Seattle,,1,11,30,23,00
8oz Burger & Co,Seattle,,2,11,30,23,00
8oz Burger & Co,Seattle,,3,11,30,23,00
8oz Burger & Co,Seattle,,4,11,30,00,00
8oz Burger & Co,Seattle,,5,11,30,00,00
8oz Burger & Co,Seattle,,6,11,30,22,00
90 Miles Cuban Café,Chicago,,0,08,00,21,00
90 Miles Cuban Café,Chicago,,1,08,00,21,00
90 Miles Cuban Café,Chicago,,2,08,00,21,00
90 Miles Cuban Café,Chicago,,3,08,00,21,00
90 Miles Cuban Café,Chicago,,4,08,00,21,00
90 Miles Cuban Café,Chicago,,5,08,00,21,00
90 Miles Cuban Café,Chicago,,6,08,00,21,00
90 Miles Cuban Café,Chicago,,0,10,00,22,00
90 Miles Cuban Café,Chicago,,1,10,00,22,00
90 Miles Cuban Café,Chicago,,2,10,00,22,00
90 Miles Cuban Café,Chicago,,3,10,00,22,00
90 Miles Cuban Café,Chicago,,4,10,00,23,00
90 Miles Cuban Café,Chicago,,5,10,00,23,00
90 Miles Cuban Café,Chicago,,6,10,00,22,00
90 Secondi,Melbourne,,0,07,30,17,00
90 Secondi,Melbourne,,1,07,30,17,00
90 Secondi,Melbourne,,2,07,30,17,00
90 Secondi,Melbourne,,3,07,30,00,00
90 Secondi,Melbourne,,4,07,30,00,00
90 Secondi,Melbourne,,5,18,00,00,00
A 2nd Cup,Houston,,0,07,00,22,00
A 2nd Cup,Houston,,1,07,00,22,00
A 2nd Cup,Houston,,2,07,00,22,00
A 2nd Cup,Houston,,3,07,00,22,00
A 2nd Cup,Houston,,4,07,00,22,00
A 2nd Cup,Houston,,5,07,00,22,00
A 2nd Cup,Houston,,6,07,00,17,00
A Baked Joint,Washington,,0,07,00,20,00
A Baked Joint,Washington,,1,07,00,21,00
A Baked Joint,Washington,,2,07,00,20,00
A Baked Joint,Washington,,3,07,00,20,00
A Baked Joint,Washington,,4,07,00,21,00
A Baked Joint,Washington,,5,08,00,20,00
A Baked Joint,Washington,,6,08,00,20,00
A Bite of Wyoming,San Jose,,0,05,30,14,00
A Bite of Wyoming,San Jose,,1,05,30,14,00
A Bite of Wyoming,San Jose,,2,05,30,14,00
A Bite of Wyoming,San Jose,,3,05,30,14,00
A Bite of Wyoming,San Jose,,4,05,30,14,00
A Bite of Wyoming,San Jose,,5,06,00,14,00
A Bite of Wyoming,San Jose,,6,07,00,14,00
A Fish Called Inglewood,Inglewood,,1,17,00,00,00
A Fish Called Inglewood,Inglewood,,2,17,00,00,00
A Fish Called Inglewood,Inglewood,,3,17,00,00,00
A Fish Called Inglewood,Inglewood,,4,17,00,00,00
A Fish Called Inglewood,Inglewood,,5,17,00,00,00
A Fish Called Inglewood,Inglewood,,6,17,00,00,00
A Slice of New York,San Jose,,1,11,00,00,00
A Slice of New York,San Jose,,2,11,00,00,00
A Slice of New York,San Jose,,3,11,00,00,00
A Slice of New York,San Jose,,4,11,00,00,00
A Slice of New York,San Jose,,5,11,00,00,00
A Slice of New York,San Jose,,6,12,30,00,00
A25,Melbourne,,0,07,30,22,00
A25,Melbourne,,1,07,30,22,00
A25,Melbourne,,2,07,30,22,00
A25,Melbourne,,3,07,30,22,00
A25,Melbourne,,4,07,30,22,00
A25,Melbourne,,5,07,30,22,00
Aamaya Indian Restaurant,Brisbane,,0,11,00,21,30
Aamaya Indian Restaurant,Brisbane,,1,11,00,14,30
Aamaya Indian Restaurant,Brisbane,,1,17,00,21,30
Aamaya Indian Restaurant,Brisbane,,2,11,00,14,30
Aamaya Indian Restaurant,Brisbane,,2,17,00,21,30
Aamaya Indian Restaurant,Brisbane,,3,11,00,14,30
Aamaya Indian Restaurant,Brisbane,,3,17,00,21,30
Aamaya Indian Restaurant,Brisbane,,4,11,00,14,30
Aamaya Indian Restaurant,Brisbane,,4,17,00,21,30
Aamaya Indian Restaurant,Brisbane,,5,11,00,21,30
Aamaya Indian Restaurant,Brisbane,,6,11,00,21,30
Abb Air,Sydney,,0,11,00,01,00
Abb Air,Sydney,,1,11,00,01,00
Abb Air,Sydney,,2,11,00,01,00
Abb Air,Sydney,,3,11,00,01,00
Abb Air,Sydney,,4,11,00,01,00
Abb Air,Sydney,,5,11,00,01,00
Abb Air,Sydney,,6,11,00,01,00
Abby Lane Food & Spirits,Boston,,0,11,30,02,00
