name,city,code,day of week,start time hour,start time minute,endhour,endminute
Fife's Restaurant,Birmingham,,4,06,00,19,30
Fife's Restaurant,Birmingham,,5,06,00,19,30
Fifteen,London,,0,12,00,15,00
Fifteen,London,,0,18,00,22,00
Fifteen,London,,1,12,00,15,00
Fifteen,London,,1,18,00,22,00
Fifteen,London,,2,12,00,15,00
Fifteen,London,,2,18,00,22,00
Fifteen,London,,3,12,00,15,00
Fifteen,London,,3,18,00,22,00
Fifteen,London,,4,12,00,15,00
Fifteen,London,,4,18,00,22,00
Fifteen,London,,5,12,00,15,00
Fifteen,London,,5,18,00,22,00
Fifteen,London,,6,12,00,15,00
Fifteen,London,,6,18,00,22,00
Fifty,New York,,0,17,00,22,00
Fifty,New York,,1,17,00,22,00
Fifty,New York,,2,17,00,22,00
Fifty,New York,,3,17,00,23,00
Fifty,New York,,4,17,00,23,00
Fifty,New York,,5,11,00,15,30
Fifty,New York,,5,17,00,23,00
Fifty,New York,,6,11,00,15,30
Fifty,New York,,6,17,00,22,00
Fiftyfive,Melbourne,,0,14,00,01,00
Fiftyfive,Melbourne,,1,14,00,01,00
Fiftyfive,Melbourne,,2,14,00,02,00
Fiftyfive,Melbourne,,3,14,00,02,00
Fiftyfive,Melbourne,,4,14,00,03,00
Fiftyfive,Melbourne,,5,15,00,03,00
Fiftyfive,Melbourne,,6,16,00,00,00
Figaro Restaurant,Kingston,,0,17,30,21,00
Figaro Restaurant,Kingston,,1,17,30,21,00
Figaro Restaurant,Kingston,,2,17,30,21,00
Figaro Restaurant,Kingston,,3,17,30,21,00
Figaro Restaurant,Kingston,,4,12,00,14,00
Figaro Restaurant,Kingston,,4,17,30,21,00
Figaro Restaurant,Kingston,,5,17,30,21,00
Figaro Restaurant,Kingston,,6,17,30,21,00
Figaro's,Boston,,0,08,30,15,00
Figaro's,Boston,,1,08,30,15,00
Figaro's,Boston,,2,08,30,15,00
Figaro's,Boston,,3,08,30,15,00
Figaro's,Boston,,4,08,30,15,00
Fill-A-Buster,Boston,,0,07,00,16,00
Fill-A-Buster,Boston,,1,07,00,16,00
Fill-A-Buster,Boston,,2,07,00,16,00
Fill-A-Buster,Boston,,3,07,00,16,00
Fill-A-Buster,Boston,,4,07,00,16,00
Filomena Ristorante,Washington,,0,11,30,23,00
Filomena Ristorante,Washington,,1,11,30,23,00
Filomena Ristorante,Washington,,2,11,30,23,00
Filomena Ristorante,Washington,,3,11,30,23,00
Filomena Ristorante,Washington,,4,11,30,23,00
Filomena Ristorante,Washington,,5,11,30,23,00
Filomena Ristorante,Washington,,6,11,30,23,00
Filter & Fox,Liverpool,,0,08,00,00,00
Filter & Fox,Liverpool,,1,08,00,00,00
Filter & Fox,Liverpool,,2,08,00,00,00
Filter & Fox,Liverpool,,3,08,00,00,00
Filter & Fox,Liverpool,,4,08,00,00,00
Filter & Fox,Liverpool,,5,09,00,00,00
Filter & Fox,Liverpool,,6,09,00,00,00
Fine & Rare,San Francisco,,0,08,00,15,00
Fine & Rare,San Francisco,,1,08,00,15,00
Fine & Rare,San Francisco,,2,08,00,15,00
Fine & Rare,San Francisco,,3,08,00,15,00
Fine & Rare,San Francisco,,4,08,00,15,00
Finga Lickin' Caribbean Eatery,Charlotte,,0,12,00,21,30
Finga Lickin' Caribbean Eatery,Charlotte,,1,12,00,21,30
Finga Lickin' Caribbean Eatery,Charlotte,,2,12,00,21,30
Finga Lickin' Caribbean Eatery,Charlotte,,3,12,00,21,30
Finga Lickin' Caribbean Eatery,Charlotte,,4,12,00,21,30
Finga Lickin' Caribbean Eatery,Charlotte,,5,12,00,21,30
Fink's Salt and Sweet,London,,0,09,00,19,00
Fink's Salt and Sweet,London,,1,09,00,19,00
Fink's Salt and Sweet,London,,2,09,00,19,00
Fink's Salt and Sweet,London,,3,09,00,22,30
Fink's Salt and Sweet,London,,4,09,00,23,00
Fink's Salt and Sweet,London,,5,09,00,23,00
Fink's Salt and Sweet,London,,6,10,00,17,00
Finley's Pub,Denver,,0,16,00,00,00
Finley's Pub,Denver,,1,16,00,00,00
Finley's Pub,Denver,,2,16,00,00,00
Finley's Pub,Denver,,3,16,00,00,00
Finley's Pub,Denver,,4,16,00,02,00
Finley's Pub,Denver,,5,13,00,02,00
Finley's Pub,Denver,,6,10,00,23,00
Fin's Sushi & Grill,Boston,,0,11,30,22,30
Fin's Sushi & Grill,Boston,,1,11,30,22,30
Fin's Sushi & Grill,Boston,,2,11,30,22,30
Fin's Sushi & Grill,Boston,,3,11,30,22,30
Fin's Sushi & Grill,Boston,,4,11,30,23,00
Fin's Sushi & Grill,Boston,,5,11,30,23,00
Fin's Sushi & Grill,Boston,,6,12,00,22,00
Fin's Sushi and Grill,Boston,,0,11,30,22,30
Fin's Sushi and Grill,Boston,,1,11,30,22,30
Fin's Sushi and Grill,Boston,,2,11,30,22,30
Fin's Sushi and Grill,Boston,,3,11,30,22,30
Fin's Sushi and Grill,Boston,,4,11,30,23,00
Fin's Sushi and Grill,Boston,,5,11,30,23,00
Fin's Sushi and Grill,Boston,,6,11,30,22,30
Fiola Mare,Washington,,0,17,00,22,30
Fiola Mare,Washington,,1,11,30,14,30
Fiola Mare,Washington,,1,17,00,22,30
Fiola Mare,Washington,,2,11,30,14,30
Fiola Mare,Washington,,2,17,00,22,30
Fiola Mare,Washington,,3,11,30,14,30
Fiola Mare,Washington,,3,17,00,22,30
Fiola Mare,Washington,,4,11,30,14,30
Fiola Mare,Washington,,4,17,00,23,00
Fiola Mare,Washington,,5,11,30,14,00
Fiola Mare,Washington,,5,17,00,23,00
Fiola Mare,Washington,,6,11,30,14,00
Fiola Mare,Washington,,6,17,00,22,30
Fiouna's Persian Fusion Cuisine,Boston,,0,11,00,22,00
Fiouna's Persian Fusion Cuisine,Boston,,1,11,00,22,00
Fiouna's Persian Fusion Cuisine,Boston,,2,11,00,22,00
Fiouna's Persian Fusion Cuisine,Boston,,3,11,00,22,00
Fiouna's Persian Fusion Cuisine,Boston,,4,11,00,22,00
Fiouna's Persian Fusion Cuisine,Boston,,5,11,00,22,00
Fiouna's Persian Fusion Cuisine,Boston,,6,11,00,22,00
Fire On the Mountain,Denver,,0,11,00,22,00
Fire On the Mountain,Denver,,1,11,00,22,00
Fire On the Mountain,Denver,,2,11,00,22,00
Fire On the Mountain,Denver,,3,11,00,22,00
Fire On the Mountain,Denver,,4,11,00,23,00
Fire On the Mountain,Denver,,5,11,00,23,00
Fire On the Mountain,Denver,,6,11,00,22,00
Firebird,Glasgow,,0,12,00,00,00
Firebird,Glasgow,,1,12,00,00,00
Firebird,Glasgow,,2,12,00,00,00
Firebird,Glasgow,,3,12,00,00,00
Firebird,Glasgow,,4,12,00,01,00
Firebird,Glasgow,,5,12,00,01,00
Firebird,Glasgow,,6,12,00,00,00
Firebird Tavern,Detroit,,0,11,00,00,00
Firebird Tavern,Detroit,,1,11,00,00,00
Firebird Tavern,Detroit,,2,11,00,00,00
Firebird Tavern,Detroit,,3,11,00,02,00
Firebird Tavern,Detroit,,4,11,00,02,00
Firebird Tavern,Detroit,,5,14,00,02,00
Firebirds Wood Fired Grill,Charlotte,,0,11,00,22,00
Firebirds Wood Fired Grill,Charlotte,,1,11,00,22,00
Firebirds Wood Fired Grill,Charlotte,,2,11,00,22,00
Firebirds Wood Fired Grill,Charlotte,,3,11,00,22,00
Firebirds Wood Fired Grill,Charlotte,,4,11,00,23,00
Firebirds Wood Fired Grill,Charlotte,,5,11,00,23,00
Firebirds Wood Fired Grill,Charlotte,,6,11,00,22,00
Fired Pie,Phoenix,,0,10,00,20,00
Fired Pie,Phoenix,,1,10,00,20,00
Fired Pie,Phoenix,,2,10,00,20,00
Fired Pie,Phoenix,,3,10,00,20,00
Fired Pie,Phoenix,,4,10,00,21,00
Fired Pie,Phoenix,,5,11,00,21,00
Fired Pie,Phoenix,,6,11,00,20,00
Fired Pie,Phoenix,,0,10,00,20,00
Fired Pie,Phoenix,,1,10,00,20,00
Fired Pie,Phoenix,,2,10,00,20,00
Fired Pie,Phoenix,,3,10,00,20,00
Fired Pie,Phoenix,,4,10,00,20,00
Fired Pie,Phoenix,,5,11,00,20,00
Fired Pie,Phoenix,,6,11,00,20,00
Fired Pie,Phoenix,,0,11,00,21,00
Fired Pie,Phoenix,,1,11,00,21,00
Fired Pie,Phoenix,,2,11,00,21,00
Fired Pie,Phoenix,,3,11,00,21,00
Fired Pie,Phoenix,,4,11,00,22,00
Fired Pie,Phoenix,,5,11,00,22,00
Fired Pie,Phoenix,,6,11,00,21,00
Firefly Espresso Bar Pizza,Brisbane,,0,06,30,17,00
Firefly Espresso Bar Pizza,Brisbane,,1,06,30,17,00
Firefly Espresso Bar Pizza,Brisbane,,2,06,30,18,00
Firefly Espresso Bar Pizza,Brisbane,,3,06,30,00,00
Firefly Espresso Bar Pizza,Brisbane,,4,06,30,00,00
Firefly Restaurant,San Francisco,,0,17,30,21,30
Firefly Restaurant,San Francisco,,1,17,30,21,30
Firefly Restaurant,San Francisco,,2,17,30,21,30
Firefly Restaurant,San Francisco,,3,17,30,21,30
Firefly Restaurant,San Francisco,,4,17,30,22,00
Firefly Restaurant,San Francisco,,5,17,30,22,00
Firefly Restaurant,San Francisco,,6,17,30,21,00
Firefly,Washington,,0,07,00,14,00
Firefly,Washington,,0,17,30,22,00
Firefly,Washington,,1,07,00,14,00
Firefly,Washington,,1,17,30,22,00
Firefly,Washington,,2,07,00,14,00
Firefly,Washington,,2,17,30,22,00
Firefly,Washington,,3,07,00,14,00
Firefly,Washington,,3,17,30,22,00
Firefly,Washington,,4,07,00,14,00
Firefly,Washington,,4,17,30,22,30
Firefly,Washington,,5,09,00,14,00
Firefly,Washington,,5,17,30,22,30
Firefly,Washington,,6,09,00,14,30
Firefly,Washington,,6,17,30,22,00
Fish Bone,London,,0,11,30,22,00
Fish Bone,London,,1,11,30,22,00
Fish Bone,London,,2,11,30,22,00
Fish Bone,London,,3,11,30,22,00
Fish Bone,London,,4,11,30,23,00
Fish Bone,London,,5,16,00,22,00
Fish Central,London,,0,11,30,14,30
Fish Central,London,,0,17,00,22,30
Fish Central,London,,1,11,30,14,30
Fish Central,London,,1,17,00,22,30
Fish Central,London,,2,11,30,14,30
Fish Central,London,,2,17,00,22,30
Fish Central,London,,3,11,30,14,30
Fish Central,London,,3,17,00,22,30
Fish Central,London,,4,11,30,14,30
Fish Central,London,,4,17,00,23,00
Fish Central,London,,5,11,30,14,30
Fish Central,London,,5,17,00,23,00
Fish in a Tie,London,,0,12,00,00,00
Fish in a Tie,London,,1,12,00,00,00
Fish in a Tie,London,,2,12,00,00,00
Fish in a Tie,London,,3,12,00,00,00
Fish in a Tie,London,,4,12,00,00,00
Fish in a Tie,London,,5,12,00,00,00
Fish in a Tie,London,,6,12,00,23,00
Fish in the Hood,Washington,,0,12,00,21,00
Fish in the Hood,Washington,,1,12,00,21,00
Fish in the Hood,Washington,,2,12,00,21,00
Fish in the Hood,Washington,,3,12,00,21,00
Fish in the Hood,Washington,,4,12,00,21,00
Fish in the Hood,Washington,,5,12,00,21,00
Fish N Bowl,Las Vegas,,0,11,30,21,00
Fish N Bowl,Las Vegas,,2,11,30,21,00
Fish N Bowl,Las Vegas,,3,11,30,21,00
Fish N Bowl,Las Vegas,,4,11,30,21,00
Fish N Bowl,Las Vegas,,5,11,30,21,00
Fish N Bowl,Las Vegas,,6,11,30,20,00
Fish On Bait and Tackle Shop,Seattle,,1,09,30,20,00
Fish On Bait and Tackle Shop,Seattle,,2,09,30,20,00
Fish On Bait and Tackle Shop,Seattle,,3,09,30,20,00
Fish On Bait and Tackle Shop,Seattle,,4,09,30,20,00
Fish On Bait and Tackle Shop,Seattle,,5,09,30,20,00
Fish On Bait and Tackle Shop,Seattle,,6,09,30,20,00
Fishbone's,Detroit,,0,06,30,10,30
Fishbone's,Detroit,,0,11,00,02,00
Fishbone's,Detroit,,1,06,30,10,30
Fishbone's,Detroit,,1,11,00,02,00
Fishbone's,Detroit,,2,06,30,10,30
Fishbone's,Detroit,,2,11,00,02,00
Fishbone's,Detroit,,3,06,30,10,30
Fishbone's,Detroit,,3,11,00,02,00
Fishbone's,Detroit,,4,06,30,10,30
Fishbone's,Detroit,,4,11,00,02,00
Fishbone's,Detroit,,5,06,30,10,30
Fishbone's,Detroit,,5,11,00,02,00
Fishbone's,Detroit,,6,18,30,02,00
Fish's Wild,San Jose,,0,11,00,21,00
Fish's Wild,San Jose,,1,11,00,21,00
Fish's Wild,San Jose,,2,11,00,21,00
Fish's Wild,San Jose,,3,11,00,21,00
Fish's Wild,San Jose,,4,11,00,21,00
Fish's Wild,San Jose,,5,12,00,21,00
Fish's Wild,San Jose,,6,12,00,21,00
Fish's Wild,San Jose,,0,11,00,21,00
Fish's Wild,San Jose,,1,11,00,21,00
Fish's Wild,San Jose,,2,11,00,21,00
Fish's Wild,San Jose,,3,11,00,21,00
Fish's Wild,San Jose,,4,11,00,21,00
Fish's Wild,San Jose,,5,11,00,21,00
Fish's Wild,San Jose,,6,11,00,20,30
Fit Fuel,Houston,,0,07,00,22,00
Fit Fuel,Houston,,1,07,00,22,00
Fit Fuel,Houston,,2,07,00,22,00
Fit Fuel,Houston,,3,07,00,22,00
Fit Fuel,Houston,,4,07,00,22,00
Fit Fuel,Houston,,5,09,00,22,00
Fit Fuel,Houston,,6,09,00,21,00
Five Guys Burgers and Fries,Detroit,,0,11,00,00,00
Five Guys Burgers and Fries,Detroit,,1,11,00,00,00
Five Guys Burgers and Fries,Detroit,,2,11,00,00,00
Five Guys Burgers and Fries,Detroit,,3,11,00,00,00
Five Guys Burgers and Fries,Detroit,,4,11,00,02,00
Five Guys Burgers and Fries,Detroit,,5,11,00,02,00
Five Guys Burgers and Fries,Detroit,,6,11,00,22,00
Five Guys Burgers and Fries,Glasgow,,0,11,00,22,30
Five Guys Burgers and Fries,Glasgow,,1,11,00,22,30
Five Guys Burgers and Fries,Glasgow,,2,11,00,22,30
Five Guys Burgers and Fries,Glasgow,,3,11,00,22,30
Five Guys Burgers and Fries,Glasgow,,5,11,00,00,00
Five Guys Burgers and Fries,Glasgow,,6,11,00,22,30
Five Hooks Fish Grill,Seattle,,0,12,00,21,00
Five Hooks Fish Grill,Seattle,,1,12,00,21,00
Five Hooks Fish Grill,Seattle,,2,12,00,21,00
Five Hooks Fish Grill,Seattle,,3,12,00,21,00
Five Hooks Fish Grill,Seattle,,4,12,00,22,00
Five Hooks Fish Grill,Seattle,,5,12,00,22,00
Five Hooks Fish Grill,Seattle,,6,12,00,21,00
Five Horses Tavern,Boston,,0,11,30,00,00
Five Horses Tavern,Boston,,1,11,30,00,00
Five Horses Tavern,Boston,,2,11,30,00,00
Five Horses Tavern,Boston,,3,11,30,00,00
Five Horses Tavern,Boston,,4,11,30,00,00
Five Horses Tavern,Boston,,5,10,00,00,00
Five Horses Tavern,Boston,,6,10,00,00,00
Fix Restaurant & Wine Bar,Brisbane,,0,11,30,22,00
Fix Restaurant & Wine Bar,Brisbane,,1,11,30,22,00
Fix Restaurant & Wine Bar,Brisbane,,2,11,30,22,00
Fix Restaurant & Wine Bar,Brisbane,,3,11,30,22,00
Fix Restaurant & Wine Bar,Brisbane,,4,11,30,22,00
Fix Restaurant & Wine Bar,Brisbane,,5,17,30,22,00
Flame Cafe,Boston,,0,07,00,15,00
Flame Cafe,Boston,,1,07,00,15,00
Flame Cafe,Boston,,2,07,00,15,00
Flame Cafe,Boston,,3,07,00,15,00
Flame Cafe,Boston,,4,07,00,15,00
Flamingo's,San Jose,,0,09,00,22,30
Flamingo's,San Jose,,1,09,00,22,30
Flamingo's,San Jose,,2,09,00,22,30
Flamingo's,San Jose,,3,09,00,22,30
Flamingo's,San Jose,,4,09,00,22,30
Flamingo's,San Jose,,5,09,00,22,30
Flamingo's,San Jose,,6,09,00,22,30
Flat Iron,London,,0,12,00,00,00
Flat Iron,London,,1,12,00,00,00
Flat Iron,London,,2,12,00,00,00
Flat Iron,London,,3,12,00,00,00
Flat Iron,London,,4,12,00,00,00
Flat Iron,London,,5,12,00,00,00
Flat Iron,London,,6,12,00,23,30
Fleming's Prime Steakhouse & Wine Bar,Birmingham,,0,16,30,22,00
Fleming's Prime Steakhouse & Wine Bar,Birmingham,,1,16,30,22,00
Fleming's Prime Steakhouse & Wine Bar,Birmingham,,2,16,30,22,00
Fleming's Prime Steakhouse & Wine Bar,Birmingham,,3,16,30,22,00
Fleming's Prime Steakhouse & Wine Bar,Birmingham,,4,16,30,23,00
Fleming's Prime Steakhouse & Wine Bar,Birmingham,,5,16,30,23,00
Fleming's Prime Steakhouse & Wine Bar,Birmingham,,6,11,00,21,00
Flip Burger Boutique,Birmingham,,0,11,00,21,00
Flip Burger Boutique,Birmingham,,1,11,00,21,00
Flip Burger Boutique,Birmingham,,2,11,00,21,00
Flip Burger Boutique,Birmingham,,3,11,00,21,00
Flip Burger Boutique,Birmingham,,4,11,00,22,00
Flip Burger Boutique,Birmingham,,5,11,00,22,00
Flip Burger Boutique,Birmingham,,6,11,00,21,00
Flip 'n Patties,Houston,,0,16,00,22,00
Flip 'n Patties,Houston,,1,11,00,15,00
Flip 'n Patties,Houston,,1,16,00,01,00
Flip 'n Patties,Houston,,2,11,00,15,00
Flip 'n Patties,Houston,,2,16,00,22,00
Flip 'n Patties,Houston,,3,11,00,15,00
Flip 'n Patties,Houston,,3,16,00,22,00
Flip 'n Patties,Houston,,4,11,00,15,00
Flip 'n Patties,Houston,,4,17,00,22,00
Flip 'n Patties,Houston,,5,12,00,22,00
Flippin' Good Burgers & Shakes,Las Vegas,,0,11,00,23,00
Flippin' Good Burgers & Shakes,Las Vegas,,1,11,00,23,00
Flippin' Good Burgers & Shakes,Las Vegas,,2,11,00,23,00
Flippin' Good Burgers & Shakes,Las Vegas,,3,11,00,00,00
Flippin' Good Burgers & Shakes,Las Vegas,,4,11,00,02,00
Flippin' Good Burgers & Shakes,Las Vegas,,5,11,00,02,00
Flippin' Good Burgers & Shakes,Las Vegas,,6,11,00,23,00
Flippin' Pizza,Washington,,0,11,00,20,00
Flippin' Pizza,Washington,,1,11,00,20,00
Flippin' Pizza,Washington,,2,11,00,20,00
Flippin' Pizza,Washington,,3,11,00,20,00
Flippin' Pizza,Washington,,4,11,00,20,00
Flippin' Pizza,Washington,,5,11,00,17,00
Flo Espresso,Perth,,0,06,30,16,00
Flo Espresso,Perth,,1,06,30,16,00
Flo Espresso,Perth,,2,06,30,16,00
Flo Espresso,Perth,,3,06,30,16,00
Flo Espresso,Perth,,4,06,30,16,00
FLO Paris French Bakery-Cafe,Houston,,0,07,00,20,00
FLO Paris French Bakery-Cafe,Houston,,1,07,00,20,00
FLO Paris French Bakery-Cafe,Houston,,2,07,00,20,00
FLO Paris French Bakery-Cafe,Houston,,3,07,00,20,00
FLO Paris French Bakery-Cafe,Houston,,4,07,00,20,00
FLO Paris French Bakery-Cafe,Houston,,5,07,00,20,00
FLO Paris French Bakery-Cafe,Houston,,6,07,00,20,00
Flock & Fowl,Las Vegas,,1,10,30,15,30
Flock & Fowl,Las Vegas,,2,10,30,15,30
Flock & Fowl,Las Vegas,,3,10,30,15,30
Flock & Fowl,Las Vegas,,4,10,30,15,30
Flock & Fowl,Las Vegas,,5,10,30,15,30
Floods Bar & Grille,Detroit,,0,16,00,00,00
Floods Bar & Grille,Detroit,,1,15,00,02,00
Floods Bar & Grille,Detroit,,2,15,00,02,00
Floods Bar & Grille,Detroit,,3,15,00,02,00
Floods Bar & Grille,Detroit,,4,15,00,02,00
Floods Bar & Grille,Detroit,,5,19,00,02,00
Floods Bar & Grille,Detroit,,6,19,00,02,00
Flora,Melbourne,,0,10,00,22,00
Flora,Melbourne,,1,10,00,22,00
Flora,Melbourne,,2,10,00,22,00
Flora,Melbourne,,3,10,00,22,00
Flora,Melbourne,,4,10,00,23,00
Flora,Melbourne,,5,10,00,23,00
Flora,Melbourne,,6,10,00,22,00
Floriana,Washington,,0,17,00,22,30
Floriana,Washington,,1,17,00,22,30
Floriana,Washington,,2,11,00,14,00
Floriana,Washington,,2,17,00,22,30
Floriana,Washington,,3,11,00,14,00
Floriana,Washington,,3,17,00,22,30
Floriana,Washington,,4,11,00,14,00
Floriana,Washington,,4,17,00,23,00
Floriana,Washington,,5,11,00,14,00
Floriana,Washington,,5,17,00,23,00
Floriana,Washington,,6,11,00,15,00
Floriana,Washington,,6,17,00,22,30
Flour Bakery & Cafe,Boston,,0,07,00,21,00
Flour Bakery & Cafe,Boston,,1,07,00,21,00
Flour Bakery & Cafe,Boston,,2,07,00,21,00
Flour Bakery & Cafe,Boston,,3,07,00,21,00
Flour Bakery & Cafe,Boston,,4,07,00,21,00
Flour Bakery & Cafe,Boston,,5,08,00,18,00
Flour Bakery & Cafe,Boston,,6,08,00,17,00
Flour Bakery + Café,Boston,,0,07,00,20,00
Flour Bakery + Café,Boston,,1,07,00,20,00
Flour Bakery + Café,Boston,,2,07,00,20,00
Flour Bakery + Café,Boston,,3,07,00,20,00
Flour Bakery + Café,Boston,,4,07,00,20,00
Flour Bakery + Café,Boston,,5,08,00,18,00
Flour Bakery + Café,Boston,,6,09,00,17,00
Flour Bakery + Café,Boston,,0,07,00,20,00
Flour Bakery + Café,Boston,,1,07,00,20,00
Flour Bakery + Café,Boston,,2,07,00,20,00
Flour Bakery + Café,Boston,,3,07,00,20,00
Flour Bakery + Café,Boston,,4,07,00,20,00
Flour Bakery + Café,Boston,,5,08,00,18,00
Flour Bakery + Café,Boston,,6,09,00,17,00
Flour Drum,Perth,,0,06,00,15,00
Flour Drum,Perth,,1,06,00,15,00
Flour Drum,Perth,,2,06,00,15,00
Flour Drum,Perth,,3,06,00,15,00
Flour Drum,Perth,,4,06,00,15,00
Flower Child,Phoenix,,0,11,00,21,00
Flower Child,Phoenix,,1,11,00,21,00
Flower Child,Phoenix,,2,11,00,21,00
Flower Child,Phoenix,,3,11,00,21,00
Flower Child,Phoenix,,4,11,00,21,00
Flower Child,Phoenix,,5,09,00,21,00
Flower Child,Phoenix,,6,09,00,21,00
Flower Child,Phoenix,,0,11,00,21,00
Flower Child,Phoenix,,1,11,00,21,00
Flower Child,Phoenix,,2,11,00,21,00
Flower Child,Phoenix,,3,11,00,21,00
Flower Child,Phoenix,,4,11,00,21,00
Flower Child,Phoenix,,5,11,00,21,00
Flower Child,Phoenix,,6,11,00,21,00
Flower Drum,Melbourne,,0,12,00,15,00
Flower Drum,Melbourne,,0,18,00,23,00
Flower Drum,Melbourne,,1,12,00,15,00
Flower Drum,Melbourne,,1,18,00,23,00
Flower Drum,Melbourne,,2,12,00,15,00
Flower Drum,Melbourne,,2,18,00,23,00
Flower Drum,Melbourne,,3,12,00,15,00
Flower Drum,Melbourne,,3,18,00,23,00
Flower Drum,Melbourne,,4,12,00,15,00
Flower Drum,Melbourne,,4,18,00,23,00
Flower Drum,Melbourne,,5,12,00,15,00
Flower Drum,Melbourne,,5,18,00,23,00
Flower Drum,Melbourne,,6,18,00,22,30
Flowers of Vietnam,Detroit,,4,18,00,23,00
Flowers of Vietnam,Detroit,,5,18,00,23,00
Flowers of Vietnam,Detroit,,6,18,00,22,30
Floyd's III,Charlotte,,0,11,00,20,00
Floyd's III,Charlotte,,1,11,00,20,00
Floyd's III,Charlotte,,2,11,00,20,00
Floyd's III,Charlotte,,3,11,00,20,00
Floyd's III,Charlotte,,4,11,00,20,00
Floyd's III,Charlotte,,5,11,00,20,00
Floyd's III,Charlotte,,6,12,00,20,00
Fluid Coffee Bar,Denver,,0,06,30,22,00
Fluid Coffee Bar,Denver,,1,06,30,22,00
Fluid Coffee Bar,Denver,,2,06,30,22,00
Fluid Coffee Bar,Denver,,3,06,30,22,00
Fluid Coffee Bar,Denver,,4,06,30,22,00
Fluid Coffee Bar,Denver,,5,07,00,22,00
Fluid Coffee Bar,Denver,,6,07,00,22,00
FOB Kitchen,San Francisco,,2,18,00,22,00
FOB Kitchen,San Francisco,,3,18,00,22,00
FOB Kitchen,San Francisco,,4,18,00,22,00
FOB Kitchen,San Francisco,,5,11,00,15,00
FOB Kitchen,San Francisco,,5,18,00,22,00
FOB Kitchen,San Francisco,,6,11,00,15,00
Fogón Cocina Mexicana,Seattle,,0,11,00,23,00
Fogón Cocina Mexicana,Seattle,,1,11,00,23,00
Fogón Cocina Mexicana,Seattle,,2,11,00,00,00
Fogón Cocina Mexicana,Seattle,,3,11,00,00,00
Fogón Cocina Mexicana,Seattle,,4,11,00,00,00
Fogón Cocina Mexicana,Seattle,,5,11,00,00,00
Fogón Cocina Mexicana,Seattle,,6,11,00,23,00
Fomo Thai,Melbourne,,0,11,00,22,00
Fomo Thai,Melbourne,,1,11,00,22,00
Fomo Thai,Melbourne,,2,11,00,22,00
Fomo Thai,Melbourne,,3,11,00,22,00
Fomo Thai,Melbourne,,4,11,00,01,00
Fomo Thai,Melbourne,,5,11,00,01,00
Fomo Thai,Melbourne,,6,17,00,22,00
Fonda Mexican,Melbourne,,0,11,30,22,30
Fonda Mexican,Melbourne,,1,11,30,22,30
Fonda Mexican,Melbourne,,2,11,30,22,30
Fonda Mexican,Melbourne,,3,11,30,22,30
Fonda Mexican,Melbourne,,4,11,30,22,30
Fonda Mexican,Melbourne,,5,11,30,22,30
Fonda Mexican,Melbourne,,6,11,30,22,30
Food Exchange,Detroit,,0,10,00,22,00
Food Exchange,Detroit,,1,10,00,22,00
Food Exchange,Detroit,,2,10,00,22,00
Food Exchange,Detroit,,3,10,00,22,00
Food Exchange,Detroit,,4,10,00,22,00
Food Exchange,Detroit,,5,12,00,22,00
Food Exchange,Detroit,,6,12,00,20,00
Food Express,Liverpool,,0,11,00,23,00
Food Express,Liverpool,,1,11,00,23,00
Food Express,Liverpool,,2,11,00,23,00
Food Express,Liverpool,,3,11,00,23,00
Food Express,Liverpool,,4,11,00,23,00
Food Express,Liverpool,,5,11,00,23,00
Food Express,Liverpool,,6,11,00,23,00
Fooducopia,Denver,,0,08,00,19,00
Fooducopia,Denver,,1,08,00,19,00
Fooducopia,Denver,,2,08,00,21,00
Fooducopia,Denver,,3,08,00,21,00
Fooducopia,Denver,,4,08,00,21,00
Fooducopia,Denver,,5,07,00,21,00
Fooducopia,Denver,,6,07,00,21,00
For Fika Sake,Glasgow,,1,09,00,17,00
For Fika Sake,Glasgow,,2,09,00,17,00
For Fika Sake,Glasgow,,3,09,00,20,30
For Fika Sake,Glasgow,,4,09,00,17,00
For Fika Sake,Glasgow,,5,09,00,17,00
For Fika Sake,Glasgow,,6,10,00,17,00
Foragers Table,New York,,0,17,30,22,00
Foragers Table,New York,,1,17,30,22,00
Foragers Table,New York,,2,17,30,22,00
Foragers Table,New York,,3,17,30,22,00
Foragers Table,New York,,4,17,30,22,30
Foragers Table,New York,,5,10,00,14,30
Foragers Table,New York,,5,17,30,22,30
Foragers Table,New York,,6,10,00,14,30
Foragers Table,New York,,6,17,30,21,00
Foreign Correspondents,Houston,,0,17,00,22,00
Foreign Correspondents,Houston,,1,17,00,22,00
Foreign Correspondents,Houston,,2,17,00,22,00
Foreign Correspondents,Houston,,3,17,00,23,00
Foreign Correspondents,Houston,,4,17,00,23,00
Foreign Correspondents,Houston,,5,17,00,23,00
Foreign Correspondents,Houston,,6,17,00,22,00
Foreign Policy,Houston,,4,11,00,14,00
Fork & Grind,Sydney,,0,07,00,17,00
Fork & Grind,Sydney,,1,07,00,17,00
Fork & Grind,Sydney,,2,07,00,17,00
Fork & Grind,Sydney,,3,07,00,17,00
Fork & Grind,Sydney,,4,07,00,17,00
Fork & Grind,Sydney,,5,07,00,15,00
Fork & Spoon,Denver,,0,07,00,14,30
Fork & Spoon,Denver,,1,07,00,14,30
Fork & Spoon,Denver,,2,07,00,14,30
Fork & Spoon,Denver,,3,07,00,14,30
